PORT,NAME,AF0,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10,AF11,AF12,AF13,AF14,AF15,ADC1,ADC2,ADC3,ACMP
,AD_B1_01,semc_CSX0,flexspi_bus2bit_A_SCLK,flexcan2_RX,sai1_TX_BCLK,flexio1_FLEXIO14,gpio1_PIN17,enet_1588_EVENT2_IN,kpp_ROW4,,,,,,,,,ADC1_IN3,,,acmp2_IN2
,AD_B1_02,semc_CSX1,flexspi_bus2bit_A_DATA0,lpspi4_SCK,sai1_TX_SYNC,flexio1_FLEXIO13,gpio1_PIN18,enet_1588_EVENT3_OUT,kpp_COL5,,,,,,,,,,ADC2_IN3,,acmp3_IN2
,AD_B1_03,semc_CSX2,flexspi_bus2bit_A_DATA2,lpspi4_PCS0,sai1_TX_DATA0,flexio1_FLEXIO12,gpio1_PIN19,enet_1588_EVENT3_IN,kpp_ROW5,,,,,,,,,ADC1_IN4,,,acmp4_IN2
,AD_B1_04,semc_CSX3,flexspi_bus2bit_A_DATA1,lpspi4_SDO,sai1_RX_SYNC,flexio1_FLEXIO11,gpio1_PIN20,lpspi1_PCS1,kpp_COL6,,,,,,,,,,ADC2_IN4,,acmp1_IN3
,AD_B1_05,usdhc1_WP,flexspi_bus2bit_A_SS0_B,lpspi4_SDI,sai1_RX_DATA0,flexio1_FLEXIO10,gpio1_PIN21,lpspi1_PCS2,kpp_ROW6,,,,,,,,,ADC1_IN5,ADC2_IN5,,acmp2_IN3
,AD_B1_06,usdhc1_RESET_B,flexpwm1_PWMA0,lpuart2_CTS_B,sai1_RX_BCLK,flexio1_FLEXIO9,gpio1_PIN22,lpspi1_PCS3,kpp_COL7,,,,,,,,,ADC1_IN6,ADC2_IN6,,acmp3_IN3
,AD_B1_07,usdhc1_VSELECT,flexpwm1_PWMB0,lpuart2_RTS_B,sai1_TX_DATA1,flexio1_FLEXIO8,gpio1_PIN23,lpspi3_PCS3,kpp_ROW7,,,,,,,,,ADC1_IN7,ADC2_IN7,,acmp4_IN3
,AD_B1_08,lpi2c2_SCL,flexpwm1_PWMA1,lpuart2_TX,sai1_TX_DATA2,flexio1_FLEXIO7,gpio1_PIN24,lpspi3_PCS2,xbar1_XBAR_INOUT12,,,,,,,,,ADC1_IN8,ADC2_IN8,,acmp1_IN5
,AD_B1_09,lpi2c2_SDA,flexpwm1_PWMB1,lpuart2_RX,sai1_TX_DATA3,flexio1_FLEXIO6,gpio1_PIN25,lpspi3_PCS1,xbar1_XBAR_INOUT13,,,,,,,,,ADC1_IN9,ADC2_IN9,,acmp2_IN5
,AD_B1_10,usb_OTG1_PWR,flexpwm1_PWMA2,lpuart4_TX,usdhc1_CD_B,flexio1_FLEXIO5,gpio1_PIN26,gpt2_CAPTURE1,tpsmp_HDATA5,,,,,,,,,ADC1_IN10,ADC2_IN10,,acmp3_IN5
,AD_B1_11,anatop_OTG1_ID,flexpwm1_PWMB2,lpuart4_RX,usdhc1_WP,flexio1_FLEXIO4,gpio1_PIN27,gpt2_COMPARE1,tpsmp_HDATA4,,,,,,,,,ADC1_IN11,ADC2_IN11,,acmp4_IN5
,AD_B1_12,usb_OTG1_OC,acmp_OUT0,lpspi3_SCK,usdhc2_CD_B,flexio1_FLEXIO3,gpio1_PIN28,flexpwm1_PWMA3,tpsmp_HDATA3,,,,,,,,,ADC1_IN12,ADC2_IN12,,acmp1_IN6
,AD_B1_13,lpi2c1_HREQ,acmp_OUT1,lpspi3_PCS0,usdhc2_WP,flexio1_FLEXIO2,gpio1_PIN29,flexpwm1_PWMB3,tpsmp_HDATA2,,,,,,,,,ADC1_IN13,ADC2_IN13,,acmp2_IN6
,AD_B1_14,lpi2c1_SCL,acmp_OUT2,lpspi3_SDO,enet_1588_EVENT0_OUT,flexio1_FLEXIO1,gpio1_PIN30,ccm_OUT2,tpsmp_HDATA1,,,,,,,,,ADC1_IN14,ADC2_IN14,,acmp3_IN6
,AD_B1_15,lpi2c1_SDA,acmp_OUT3,lpspi3_SDI,enet_1588_EVENT0_IN,flexio1_FLEXIO0,gpio1_PIN31,ccm_DI0_EXT_CLK,tpsmp_HDATA0,,,,,,,,,ADC1_IN15,ADC2_IN15,,acmp4_IN6
,EMC_00,semc_DATA0,qtimer2_TIMER0,lpuart4_CTS_B,spdif_SR_CLK,lpspi2_SCK,gpio2_PIN0,flexcan1_TX,pit_TRIGGER2,,,,,,,,,,,,
,EMC_01,semc_DATA1,qtimer2_TIMER1,lpuart4_RTS_B,spdif_OUT,lpspi2_PCS0,gpio2_PIN1,flexcan1_RX,pit_TRIGGER3,,,,,,,,,,,,
,EMC_02,semc_DATA2,qtimer2_TIMER2,lpuart4_TX,spdif_LOCK,lpspi2_SDO,gpio2_PIN2,lpi2c1_SCL,sjc_DONE,,,,,,,,,,,,
,EMC_03,semc_DATA3,qtimer2_TIMER3,lpuart4_RX,spdif_EXT_CLK,lpspi2_SDI,gpio2_PIN3,lpi2c1_SDA,sjc_FAIL,,,,,,,,,,,,
,EMC_04,semc_DATA4,xbar1_XBAR_INOUT4,spdif_OUT,sai2_TX_BCLK,flexio1_FLEXIO16,gpio2_PIN4,anatop_USBPHY1_TSTO_PLL_CLK20DIV,sjc_JTAG_ACT,,,,,,,,,,,,
,EMC_05,semc_DATA5,xbar1_XBAR_INOUT5,spdif_IN,sai2_TX_SYNC,flexio1_FLEXIO17,gpio2_PIN5,anatop_USBPHY1_TSTI_TX_HS_MODE,sjc_DE_B,,,,,,,,,,,,
,EMC_06,semc_DATA6,xbar1_XBAR_INOUT6,lpuart3_TX,sai2_TX_DATA,flexio1_FLEXIO18,gpio2_PIN6,anatop_USBPHY1_TSTI_TX_DN,tpsmp_HTRANS0,,,,,,,,,,,,
,EMC_07,semc_DATA7,xbar1_XBAR_INOUT7,lpuart3_RX,sai2_RX_SYNC,flexio1_FLEXIO19,gpio2_PIN7,anatop_USBPHY1_TSTO_RX_SQUELCH,tpsmp_HTRANS1,,,,,,,,,,,,
,EMC_08,semc_DM0,xbar1_XBAR_INOUT8,flexcan2_TX,sai2_RX_DATA,flexio1_FLEXIO20,gpio2_PIN8,anatop_USBPHY1_TSTO_RX_DISCON_DET,tpsmp_HBURST0,,,,,,,,,,,,
,EMC_09,semc_WE,xbar1_XBAR_INOUT9,flexcan2_RX,sai2_RX_BCLK,flexio1_FLEXIO21,gpio2_PIN9,anatop_USBPHY1_TSTO_RX_HS_RXD,tpsmp_HPROT0,,,,,,,,,,,,
,EMC_10,semc_CAS,xbar1_XBAR_INOUT10,lpi2c4_SDA,sai1_TX_SYNC,lpspi2_SCK,gpio2_PIN10,flexpwm2_PWMX0,tpsmp_HWRITE,,,,,,,,,,,,
,EMC_11,semc_RAS,xbar1_XBAR_INOUT11,lpi2c4_SCL,sai1_TX_BCLK,lpspi2_PCS0,gpio2_PIN11,flexpwm2_PWMX1,tpsmp_HBURST1,,,,,,,,,,,,
,EMC_12,semc_CS0,xbar1_XBAR_INOUT12,lpuart6_TX,sai1_TX_DATA0,lpspi2_SDO,gpio2_PIN12,flexpwm2_PWMX2,tpsmp_HPROT1,,,,,,,,,,,,
,EMC_13,semc_BA0,xbar1_XBAR_INOUT13,lpuart6_RX,sai1_RX_DATA0,lpspi2_SDI,gpio2_PIN13,flexpwm2_PWMX3,ccm_PMIC_RDY,,,,,,,,,,,,
,EMC_14,semc_BA1,xbar1_XBAR_INOUT14,lpuart6_CTS_B,sai1_RX_BCLK,lpspi2_PCS1,gpio2_PIN14,flexcan1_TX,,,,,,,,,,,,,
,EMC_15,semc_ADDR10,xbar1_XBAR_INOUT15,lpuart6_RTS_B,sai1_RX_SYNC,wdog1_WDOG_B,gpio2_PIN15,flexcan1_RX,,,,,,,,,,,,,
,EMC_16,semc_ADDR0,,mqs_RIGHT,sai2_MCLK,,gpio2_PIN16,src_BOOT_MODE0,sim_m_HRESP,,,,,,,,,,,,
,EMC_17,semc_ADDR1,,mqs_LEFT,sai3_MCLK,,gpio2_PIN17,src_BOOT_MODE1,sim_m_HREADYOUT,,,,,,,,,,,,
,EMC_18,semc_ADDR2,xbar1_XBAR_INOUT16,lpi2c2_SDA,sai1_RX_SYNC,flexio1_FLEXIO22,gpio2_PIN18,src_BT_CFG0,tpsmp_CLK,,,,,,,,,,,,
,EMC_19,semc_ADDR3,xbar1_XBAR_INOUT17,lpi2c2_SCL,sai1_RX_BCLK,flexio1_FLEXIO23,gpio2_PIN19,src_BT_CFG1,tpsmp_HDATA_DIR,,,,,,,,,,,,
,EMC_20,semc_ADDR4,flexpwm1_PWMA3,lpuart2_CTS_B,sai1_MCLK,flexio1_FLEXIO24,gpio2_PIN20,src_BT_CFG2,tpsmp_HADDR7,,,,,,,,,,,,
,EMC_21,semc_ADDR5,flexpwm1_PWMB3,lpuart2_RTS_B,sai1_RX_DATA0,flexio1_FLEXIO25,gpio2_PIN21,src_BT_CFG3,tpsmp_HADDR6,,,,,,,,,,,,
,EMC_22,semc_ADDR6,flexpwm1_PWMA2,lpuart2_TX,sai1_TX_DATA3,flexio1_FLEXIO26,gpio2_PIN22,src_BT_CFG4,tpsmp_HADDR5,,,,,,,,,,,,
,EMC_23,semc_ADDR7,flexpwm1_PWMB2,lpuart2_RX,sai1_TX_DATA2,flexio1_FLEXIO27,gpio2_PIN23,src_BT_CFG5,tpsmp_HADDR4,,,,,,,,,,,,
,EMC_24,semc_ADDR8,flexpwm1_PWMA1,lpuart8_CTS_B,sai1_TX_DATA1,flexio1_FLEXIO28,gpio2_PIN24,src_BT_CFG6,tpsmp_HADDR3,,,,,,,,,,,,
,EMC_25,semc_ADDR9,flexpwm1_PWMB1,lpuart8_RTS_B,sai1_TX_DATA0,flexio1_FLEXIO29,gpio2_PIN25,src_BT_CFG7,tpsmp_HADDR2,,,,,,,,,,,,
,EMC_26,semc_ADDR11,flexpwm1_PWMA0,lpuart8_TX,sai1_TX_BCLK,flexio1_FLEXIO30,gpio2_PIN26,src_BT_CFG8,tpsmp_HADDR1,,,,,,,,,,,,
,EMC_27,semc_ADDR12,flexpwm1_PWMB0,lpuart8_RX,sai1_TX_SYNC,flexio1_FLEXIO31,gpio2_PIN27,src_BT_CFG9,tpsmp_HADDR0,,,,,,,,,,,,
,EMC_28,semc_DQS,flexpwm2_PWMA3,xbar1_XBAR_INOUT18,sai3_MCLK,ewm_EWM_OUT_B,gpio2_PIN28,gpt2_CAPTURE2,flexpwm1_PWMX0,,,,,,,,,,,,
,EMC_29,semc_CKE,flexpwm2_PWMB3,xbar1_XBAR_INOUT19,sai3_RX_BCLK,wdog2_WDOG_RST_B_DEB,gpio2_PIN29,gpt2_COMPARE2,flexpwm1_PWMX1,,,,,,,,,,,,
,EMC_30,semc_CLK,flexpwm2_PWMA2,lpuart4_CTS_B,sai3_RX_SYNC,wdog1_WDOG_RST_B_DEB,gpio2_PIN30,gpt2_COMPARE3,flexpwm1_PWMX2,,,,,,,,,,,,
,EMC_31,semc_DM1,flexpwm2_PWMB2,lpuart4_RTS_B,sai3_RX_DATA,wdog2_WDOG_B,gpio2_PIN31,gpt2_CLK,flexpwm1_PWMX3,,,,,,,,,,,,
,EMC_32,semc_DATA8,qtimer1_TIMER0,lpuart4_TX,sai3_TX_DATA,lpspi4_SCK,gpio3_PIN0,anatop_USBPHY1_TSTO_RX_FS_RXD,anatop_24M_OUT,,,,,,,,,,,,
,EMC_33,semc_DATA9,qtimer1_TIMER1,lpuart4_RX,sai3_TX_BCLK,lpspi4_PCS0,gpio3_PIN1,anatop_USBPHY1_TSTI_TX_DP,src_TESTER_ACK,,,,,,,,,,,,
,EMC_34,semc_DATA10,qtimer1_TIMER2,lpuart7_TX,sai3_TX_SYNC,lpspi4_SDO,gpio3_PIN2,enet_CRS,tpsmp_HDATA7,,,,,,,,,,,,
,EMC_35,semc_DATA11,qtimer1_TIMER3,lpuart7_RX,usdhc2_WP,lpspi4_SDI,gpio3_PIN3,enet_COL,tpsmp_HDATA6,,,,,,,,,,,,
,EMC_36,semc_DATA12,flexpwm2_PWMA1,lpuart5_CTS_B,ccm_PMIC_RDY,lpspi4_PCS1,gpio3_PIN4,enet_RX_CLK,usdhc1_WP,,,,,,,,,,,,
,EMC_37,semc_DATA13,flexpwm2_PWMB1,lpuart5_RTS_B,mqs_RIGHT,lpspi4_PCS2,gpio3_PIN5,enet_RDATA3,usdhc1_VSELECT,,,,,,,,,,,,
,EMC_38,semc_DATA14,flexpwm2_PWMA0,lpuart5_TX,mqs_LEFT,lpspi4_PCS3,gpio3_PIN6,enet_RDATA2,usdhc1_CD_B,,,,,,,,,,,,
,EMC_39,semc_DATA15,flexpwm2_PWMB0,lpuart5_RX,usb_OTG1_OC,wdog1_WDOG_B,gpio3_PIN7,enet_TX_ER,gpt1_CLK,,,,,,,,,,,,
,EMC_40,semc_CSX0,xbar1_XBAR_INOUT18,spdif_OUT,anatop_OTG1_ID,enet_MDIO,gpio3_PIN8,enet_TDATA3,gpt1_COMPARE3,,,,,,,,,,,,
,EMC_41,semc_RDY,xbar1_XBAR_INOUT19,spdif_IN,usb_OTG1_PWR,enet_MDC,gpio3_PIN9,enet_TDATA2,gpt1_COMPARE2,,,,,,,,,,,,
,SD_B0_00,usdhc1_DATA2,qtimer1_TIMER0,sai1_MCLK,sai2_MCLK,lpi2c3_SCL,gpio3_PIN13,flexspi_bus2bit_A_SS1_B,xbar1_XBAR_INOUT14,,,,,,,,,,,,
,SD_B0_01,usdhc1_DATA3,qtimer1_TIMER1,anatop_24M_OUT,sai2_RX_SYNC,lpi2c3_SDA,gpio3_PIN14,flexspi_bus2bit_B_SS1_B,xbar1_XBAR_INOUT15,,,,,,,,,,,,
,SD_B0_02,usdhc1_CMD,qtimer1_TIMER2,lpuart7_CTS_B,sai2_RX_BCLK,lpspi1_SCK,gpio3_PIN15,enet_MDIO,xbar1_XBAR_INOUT16,,,,,,,,,,,,
,SD_B0_03,usdhc1_CLK,qtimer1_TIMER3,lpuart7_RTS_B,sai2_RX_DATA,lpspi1_PCS0,gpio3_PIN16,enet_MDC,tpsmp_HADDR15,,,,,,,,,,,,
,SD_B0_04,usdhc1_DATA0,flexcan2_TX,lpuart7_TX,sai2_TX_DATA,lpspi1_SDO,gpio3_PIN17,flexspi_bus2bit_B_SS0_B,tpsmp_HADDR14,,,,,,,,,,,,
,SD_B0_05,usdhc1_DATA1,flexcan2_RX,lpuart7_RX,sai2_TX_BCLK,lpspi1_SDI,gpio3_PIN18,flexspi_bus2bit_B_DQS,tpsmp_HADDR13,,,,,,,,,,,,
,SD_B0_06,usdhc1_CD_B,usdhc1_RESET_B,anatop_32K_OUT,sai2_TX_SYNC,wdog1_WDOG_B,gpio3_PIN19,xbar1_XBAR_INOUT17,tpsmp_HADDR12,,,,,,,,,,,,
,SD_B1_00,usdhc2_DATA2,flexspi_bus2bit_B_DATA3,lpuart6_TX,xbar1_XBAR_INOUT10,flexcan1_TX,gpio3_PIN20,ccm_OUT0,tpsmp_HADDR11,,,,,,,,,,,,
,SD_B1_01,usdhc2_DATA3,flexspi_bus2bit_B_SCLK,lpuart6_RX,flexspi_bus2bit_A_SS1_B,flexcan1_RX,gpio3_PIN21,ccm_OUT1,tpsmp_HADDR10,,,,,,,,,,,,
,SD_B1_02,usdhc2_CMD,flexspi_bus2bit_B_DATA0,lpuart8_TX,lpi2c4_SCL,enet_1588_EVENT1_OUT,gpio3_PIN22,ccm_CLKO1,tpsmp_HADDR9,,,,,,,,,,,,
,SD_B1_03,usdhc2_CLK,flexspi_bus2bit_B_DATA2,lpuart8_RX,lpi2c4_SDA,enet_1588_EVENT1_IN,gpio3_PIN23,ccm_CLKO2,tpsmp_HADDR8,,,,,,,,,,,,
,SD_B1_04,usdhc2_DATA0,flexspi_bus2bit_B_DATA1,enet_TX_CLK,enet_REF_CLK1,ewm_EWM_OUT_B,gpio3_PIN24,ccm_WAIT,tpsmp_HDATA15,,,,,,,,,,,,
,SD_B1_05,usdhc2_DATA1,flexspi_bus2bit_A_DQS,enet_RDATA1,sai3_MCLK,flexspi_bus2bit_B_SS0_B,gpio3_PIN25,ccm_PMIC_RDY,tpsmp_HDATA14,,,,,,,,,,,,
,SD_B1_06,usdhc2_CD_B,flexspi_bus2bit_A_DATA3,enet_RDATA0,sai3_TX_BCLK,lpspi2_PCS0,gpio3_PIN26,ccm_STOP,tpsmp_HDATA13,,,,,,,,,,,,
,SD_B1_07,usdhc2_RESET_B,flexspi_bus2bit_A_SCLK,enet_RX_EN,sai3_TX_SYNC,lpspi2_SCK,gpio3_PIN27,ccm_PLL2_BYP,tpsmp_HDATA12,,,,,,,,,,,,
,SD_B1_08,usdhc2_DATA4,flexspi_bus2bit_A_DATA0,enet_RX_ER,sai3_TX_DATA,lpspi2_SDO,gpio3_PIN28,ccm_PLL3_BYP,tpsmp_HDATA11,,,,,,,,,,,,
,SD_B1_09,usdhc2_DATA5,flexspi_bus2bit_A_DATA2,enet_TX_EN,sai3_RX_BCLK,lpspi2_SDI,gpio3_PIN29,ccm_REF_EN_B,tpsmp_HDATA10,,,,,,,,,,,,
,SD_B1_10,usdhc2_DATA6,flexspi_bus2bit_A_DATA1,enet_TDATA0,sai3_RX_SYNC,lpspi2_PCS2,gpio3_PIN30,src_SYSTEM_RESET,tpsmp_HDATA9,,,,,,,,,,,,
,SD_B1_11,usdhc2_DATA7,flexspi_bus2bit_A_SS0_B,enet_TDATA1,sai3_RX_DATA,lpspi2_PCS3,gpio3_PIN31,src_EARLY_RESET,tpsmp_HDATA8,,,,,,,,,,,,
,ONOFF,src_RESET_B,,,,,,,,,,,,,,,,,,,
,PMIC_ON_REQ,snvs_lp_PMIC_ON_REQ,,,,,gpio5_PIN1,,,,,,,,,,,,,,
,PMIC_STBY_REQ,ccm_PMIC_VSTBY_REQ,,,,,gpio5_PIN2,,,,,,,,,,,,,,
,WAKEUP,,,,,,gpio5_PIN0,,nmi_glue_NMI,,,,,,,,,,,,
